RecID,FirstName,MiddleName,LastName,Address,City,State,ZIP,POBox,POCityStateZip,SSN,DOB
A997866,LARRY,D,RAMLOGAN,9752 SAVOY WAY,LIVE OAK,CA,95953,,,57223988,
A997867,YOUIS,,WILLIAMS,40378 ROSEWOOD STRT,MURRIET,CA,92563,PO BOX 213,"MURRIETA, CA 92564",92132873,
A997868,K,E,WOLFE,1510 CISCO STREET,SACHSE,TX,75048,,,107907700,10-Jul-50
A997869,JOHANNA,W,ROBERTSON,1800 PAVERSTONE LN,LONGVIEW,TX,75605,POST 7245,"LONGVIEW, TX 7507",178390718,
A997870,ANITA,L,LIAS,"239 KINGSTON ST S,",SAINT PETERSBURG,FL,33711,,,70319431,
A997871,MCIHAEL,R,TULL,12700 STAFFORD RD APT 415,STAFFORD,TX,77477,APARTADOH 185,"STAFFORD, TX 77497",39277690,8/8/79
A997872,SHANEECE,J,WRIGHT,4145 MADISON UAVENUE,FORT MYERS,FL,33916,PO BOX 7586,"FORT MYERS, FL 33911",166380842,
A997873,K,,LOWERY,350 ISTHMUS WAY UNIT 57P,OCEANSIDE,CA,92058,PO BOX 366,"OCEANSIDE, CA 92051",34728477,
A997874,DARRELL,T,LUCCI,14145 W G ST,KERMAN,CA,93630,,,2442506,3/16/01
A997875,JAMIE,H,ARRINGTON,2106 N SAN MARCOS PL,CLAREMONT,CA,91711,,,,
A997876,NORRIS,D,COOMBS,1843 MESSINA DR,SAN JOSE,CA,95132,,,153083394,
A997877,PAULA,R,EDRMAN,W152 N WYMAN ROAD,FAYETTEVILLE,AR,72703,,,,
A997878,JACKSON,,HERNANDEZ,735 FONVILLE DRV,MARLIN,TX,76661,PO BOX 805,"MARLIN, TX 76661",157211830,
A997879,WILMA,K,WALKER,15269 LAS FLORES AEN,LA MIRADA,CA,90638,,,92233446,19840907
A997880,H,E,LADNERS,7647 SIMMS AVE,ORLANDO,FL,32812,,,138941396,1984
A997881,MICHAEL,,GRTILLO,5773 GLACIER PT,MARIPOSA,CA,95338,,,132435902,
A997882,CRAIG,B,ROLLE,7578 VIA LURIA,LAKE WORTH,FL,33467,,,,
A997883,DWAYNE,,DAGLIERO,11208 WADSWORTH AVENUE,LOS ANGELES,CA,90059,PO BOX881605,"LOS ANGELES, CALIF. 9Q0009",,
A997884,M,D,LANGSTON,2348 CLGARK TRL,GRAND PRAIRIE,TX,75052,,,197235007,8/11/49
A997885,JOSE,D,CARVAJAL,"4290 HIGHWAY 384 E,",NEWPORT,AR,72112,,,52331955,1/6/15
A997886,J,D,WALTES,6427 SUMMIT DR,ORLANDO,FL,32810,,,66646182,
A997887,JONANE,,KETTLER,5200 RIXIE RD APT B,NORTH LITTLE ROCK,AR,72117,,,,
A997888,JOSE,C,CORCUERA,600 CHERRY LN APT 53,TEHACHAPI,CA,93561,,,63444862,
A997889,RITA,P,APEL,1072 TANAGER LN,FAIRFIELD,CA,94533,,,117649493,1/2/31
A997890,JOSE,,CALIVLLO,1850 BLOSSOM AVE APT 215,FAIRFIELD,CA,94533,,,117202028,
A997891,MIHEALA,J,BROCKMAN,9818 WILLMONT RD,LA PORTE,TX,77571,PO BX 226,"LA PORTE, TX 77572",,
A997892,MOSES,R,MCKNIGHT,560J0 BURNHAM COURT,NORTH FORT MYERS,FL,33903,,,105867790,1958
A997893,LAWRENCE,G,AELLANO,306 VALLEY PARK DRIV,IGARLAND,TX,75043,,,126500781,
A997894,IVAN,M,FERRARI,2962 OLD RANCH CIR,STOCKTON,CA,95209,POST COFFICE 7644,"STOCKTON, CALIF. 95267",56431420,10/25/00
A997895,MARLON,A,GUADALUPE,595 NW 108TH ST,MIAMI,FL,33168,PO BOX 430115,"MIAMI, FL 33243",14820108,10/5/72
A997896,MARTIN,J,IPHIE,11651 WILLS CREEK RD,SAN DIEGO,CA,92131,,,,
A997897,RUSS,L,ALLEN,1470 SOUTHWEST 96TH TERRACE,DAVIE,FL,33324,,,152956628,
A997898,DOTTY,,LIVTT,7040 CALIFORNIA ST,BROOKSVILLE,FL,34604,,,115103866,
A997899,SHANE,,DEJESUS,7717 PORTMAN AVE,FORT WORTH,TX,76112,APTDO 79373,"FORT WORTH, TEXAS 76179",75839750,
A997900,SARAH,O,COBB,315 ANDERSONJ RD,LANTANA,FL,33462,,,26306674,1952
A997901,RICHARD,J,WHITENACK,309 WESTBROOK ST,HOT SPRINGS NATIONAL PARK,AR,71901,,,122917538,
A997902,ANGEL,B,SINGH,870 CIRCLE DR,WAMARILLO,TX,79110,,,,5/24/74
A997903,MIGUEL,H,KIUM,330 WOODREST LN,FALLBROOK,CA,92028,,,72654838,
A997904,BRAD,C,JACKSON,2088 BASIN ST,PORT CHARLOTTE,FL,33952,PO BOX 494163,"PORT CHARLOTTE, FL 33949",20422503,
A997905,CHRISTOPHER,L,TUCKER,108 DOUBLOON DR,NORTH FORT MYEVRS,FL,33917,,,90244337,
A997906,LUIS,M,SHRUM,7300 LENNOX AVE UNIT A2,VAN NUYS,CA,91405,,,134187242,
A997907,UBALDO,,VILLATORO,2312 RIVER ROCK DR,MERED,CA,95340,,,,
A997908,LONNIE,,STERLING,2928 WARRINGTON AVE,LAKELAND,FL,33803,,,157816789,
A997909,S,,MULLINS-IVIE,24228 CRUISE CIRCLE DR,CANYON LAKE,CA,92587,,,26701685,
A997910,MAIDDI,W,BLACKMON,9414 PR 9908,PONDER,TX,76259,,,21647957,11-Oct-73
A997911,JUSTUS,J,LILLY,1505 ROYOLA ST,MISSION,TX,78572,,,99193975,
A997912,DANA,G,OBRINE,760 NW 76TH AVE,MARGATE,FL,33063,,,191730947,19610523
A997913,ALIEC,,ISAZA,1036 SW 102ND TER,PEMBROKE PINES,FL,33025,,,85144973,
A997914,,,RAPOZA,8943 MOUNTAIN ZHOME CT,ELK GROVE,CA,95624,,,153762761,
A997915,ADILSON,,KISSMAN,8206 NW 105TH AVE,TAMARAC,FL,33321,,,64267633,
A997916,HEATHER,J,POPHAM,1014 ORANIGE AVE,TAVARES,FL,32778,,,31068277,19040720
A997917,JONATHAN,D,VETTERMAN,613 CHRISTY AVE,TRUMANN,AR,72472,,,159052830,19-Apr-42
A997918,LEONARD,D,OREY,"38556 33RD STR E,",PALMDALE,CA,93550,,,52874680,1951
A997919,H,D,NOSRTAND,"8419 BRANDEIS CIR E,",SARASOTA,FL,34243,APARADO 1257,"SARASOTA, FLORIDA 34230",191655785,
A997920,CARLOS,S,KIM,5923 LAKEFRONT ST,SAN ANTONIO,TX,78222,PO BOX 690362,"SAN ANTONIO, TX 78269",,
A997921,BONNY,G,STEVENSON,419 W 11TH ST,COLEMAN,TX,76834,,,,
A997922,JOSE,J,XENAKIS,3852 BANNER DR,FRISCO,TX,75034,,,146224687,
A997923,JULIAN,,MARTIENZ,36714 PINE VALLE CT,PALMDALE,CA,93552,PO BOX 901243,"PALMDALE, CALIFORNIA 93M590",105919011,1923
A997924,RHONDA,L,TRIDCE,1401 RED HAWK CRCL APT I302,FREMONT,CA,94538,,,413971734,8-Jun-61
A997925,ROY,C,MORSE,"7990 BAYMEADOWS RD E, 915",JACKSONVILLE,FL,32256,PO BOX 5314,"JACKSONVILLE, FL 32247",,
A997926,MARY,J,GARCAI,1935 COLONIAL WOODS BLVD,ORLANDO,FL,32826,,,152094729,
A997927,LYDIA,M,MILTIER,6623 FALCON CREST LN,SACSE,TX,75048,,,180612336,19251130
A997928,DONNA,W,BAKER,3202 DEER HAVEN BLVD,PANAMA CITY,FL,32408,,,72844327,
A997929,YILKANIA,D,ULLOA-HERNANDEZ,4560 FORT DENAUD RD,FORT DENAUD,FL,33935,,,154218792,
A997930,MARIA,A,SOMMERS,"2308 XACADEMY CIR W, APT 203",KISSIMMEE,FL,34744,,,13092378,
A997931,STEPHANIE,W,GREGG,937 W AMERON AVE APT 101,WEST COVINA,CA,91790,,,76122741,
A997932,MICHAEL,P,SIMON,26321 SENATOR AVE,HARBOR CITY,CA,90710,,,,27-Nov-73
A997933,JULIO,J,MONTALVAN,13398 92ND STREET,LIVE AK,FL,32060,PO BOXW 2,"LIVEE OAK, FL 32064",,
A997934,HECTOR,O,GRANT,19231 NE 22ND AVE,MIAMI,FL,33180,,,39459866,1919
A997935,MARIA,,GARRIDO,1802 ENIS JOSLIN RD APT 637,CORPUS CHRISTI,TX,78412,,,6601528,
A997936,TONI,D,HILL,12318 WIENDCHIME PLACE,MIRA LOM,CA,91752,,,51735834,5/2/05
A997937,RAFAEL,J,TALLMAMN,43L66 CASTANOS STRT,FREMONT,CA,94536,,,11222687,
A997938,EVANGELINA,,MATEVOSYAN,10341 UVALDE RPL,EL PASO,TX,79924,,,132586653,
A997939,RIGOBERTO,S,FISHER,550 MAYFAIR AXVENUE,POMONA,CA,91766,OFFICE BOX 184R3,"POMONA, CA 91769",,
A997940,HARRY,A,OLIVEROS,1533 MADRIDO CT,NAPA,CA,94559,,,194614564,
A997941,NIGEL,K,BOROKWICZ,6806 SIR WILLIAM CT,SPRING,TX,77379,,,136519545,8/13/43
A997942,DAVY,,GUTIERREZ,2701 KING SURREY CT,VALRICO,FL,33596,,,199171878,
A997943,JENNIFER,D,MIDDLETON,717 S CARONDELET ST APT 303,LOS ANGELES,CA,90057,PO BOQX 881605,"LOS ANGELES, CA 90009",20828786,1908
A997944,GINGRE,,CLEMENTS,2969 BOSTO AVE,SAN DIEGTO,CA,92113,,,,
A997945,C,,OLIVER,1203 E 42RTH,PINE BLUFF,AR,71603,,,110994356,
A997946,JOHN,P,PAZSICZKY,2340 HURLEY WY GAPT 37,SAECRAMENTO,CA,95825,,,171531103,5/19/26
A997947,EDWARD,,BLUSHTEIN,228 W WILLINGHAM ST,CLEBURNE,TX,76033,PO BOX 3700,"CLEBURNE, TX 76033",109387359,1953
A997948,JOSEPH,G,DINA,9341 BAYARD ST,KELLER,TX,76248,,,115468369,
A997949,DAVID,L,SOLOMON,3127UPSHUR AVE APT C,TWENTYNINE PALMS,CA,92277,,,,
A997950,PHILLIP,M,GARAVITO,7574 ANGETON DR,SAN DIEGO,CA,92126,,,87078967,7/16/74
A997951,LINDA,,PENA,12397 SHEARWATER DR,NEW PORT RICHEY,FL,34654,,,14925475,1957
A997952,LINDA,D,GASPAR,"302 SMITDH DRIVE NE,",FORT WALTON BEACH,FL,32548,PO BOX 1513,"FORT WALTON BEACH, FLA. 32549",36433213,22-Nov-27
A997953,KELLY,M,BOODY,2175 SARAZEN AVE,SACRAMENTO,CA,95822,OFFICE BOX 293357,"SACRAMENTO, CA 95829",183559511,
A997954,R,I,MALONE,2032 64TH ST,UBBOCK,TX,79412,,,,1974
A997955,LUTHER,V,ROSE,20606 BRABNDING IRON,LAGO VISTA,TX,78645,,,37575005,
A997956,CHERYL,M,BOLEN,3925 BARMER D,JACKSONVILLE,FL,32210,,,31776489,
A997957,CHARLES,S,BARTLE,11863 HIDDEN STAGECOACH CT,JACKSONVILLE,FL,32223,,,71194331,5-Mar-85
A997958,EDIHT,,SANTIAGO,8298 BLACK FOREST DR LOT 241,SPRING,TX,77389,,,65695522,
A997959,REGGI,M,R,839 E MAIN ST,OVILLQA,TX,75154,,,140965959,
A997960,TOMMY,ALAN,NOEL,10223 LIPSCOMB DR,SAN DIEGO,CA,92126,APTDO 45236,"SN DIEGO, CALI 92145",,
A997961,DOUG,,MESA,13819 3RD ST,DADE CITY,FL,33525,CALL BOX 2E005,"DADE CITY, FL 33526",111718852,8/2/46
A997962,MARIA,M,GOMEZ,801 S WINCHESTER BLVD APBT 1218,SAN JOSE,CA,95128,,,,
A997963,SUSAN,L,MONTGOMERY,3467 SW ENGEWOOD STR,PORT SAINT LUCIE,FL,34953,,,37935291,
A997964,WILMA,,VILLASENOR,3685 WILLARD NORRIS RD,PACE,FL,32571,,,132383877,
A997965,CHARLES,M,ROBBINS,12816 JONES BAR RD,NEVADA CITY,CA,95959,PO BOX 2008,"NEVAD CITY, CA 95959",183539494,9/9/28
A997966,JIMMY,L,HOGGARD,6021 AHLIA DR,ORLANDO,FL,32807,PO BOX 720506,"ORLANDO, FL 32872",,
A997967,RITCHIE,J,NICHOLSON,1847 NW 18TH TER # 16,MIAMI,FL,33125,BOX 43Q0115,"MIAMI, FL 33243",103832059,
A997968,JULIO,REED,THOMPSN,5409 ENCLAVE CIRCL APT 417,FORT WORTH,TX,76132,,,33180186,
A997969,KIMBER,,FREIXA,542 SPRUCE CT,PALMDALE,CA,93550,,,185088741,
A997970,SARAH,,LORINCZI,3964 NW 181ST LN,MIAMI GARDENS,FL,33055,,,117758014,
A997971,A,,SANFORD,27432 FAWN RIDGE COURT,CORONA,CA,92883,CALL BOX 77501,"CORONA, CA 92877",100234460,1943
A997972,MAYELIN,C,HELLWINKEL,27762 ANTONIO PKWY # 1618,LADER RANCH,CA,92694,,,80790728,
A997973,DONNA,F,WILLIAM,23828 MOBILE ST,WEST HILLS,CA,91307,,,195480862,
A997974,DEREK,L,HOWARD,2417 SE CARPENTER SPT,PORT SAINT LUCIE,FL,34984,,,,
A997975,JOEL,C,ELLIOTT,10342 RUBIO AVYE,GRANADA HILLS,CA,91344,POST OFFICE 33821,"GRANADA HILLS, CA 91394",4151926,
A997976,P,M,MELLO-HALL,12000 LAKEBLUFF WAY,FRISCO,TX,75035,,,142132526,
A997977,SHEILA,F,DRITSHULAS,1527 SW 18TH LN,MIAMI,FL,33185,BUZON 430115,"MIAMI, FLAA. 33243",136234355,
A997978,LUIS,L,BREWER,40107 WATFORD WAY,PALMDALE,CA,93551,,,135281595,1902
A997979,TERRI,A,BRAMLETT,"754 32ND AVE N,",SAINT PETERSBURG,FL,33704,,,184004954,
A997980,CHARLES,P,VASTIEN,12213 SW 52ND PL,COOPER CITY,FL,33330,,,82793923,19601111
A997981,KYMBERLEE,M,OVALLE,329 SAN JOAQUIN AVENU,ANTIOC,CA,94509,,,,
A997982,S,N,ALCANTARA,5966 WILLOW GLEN DR,HOUSTON,TX,77033,APARTADO 280034,"HOUSTON, TX 77228",88781370,
A997983,F,A,HOHMAN,625 PHASADENA PL,CORPUS CHRISTI,TX,78411,,,90848251,
A997984,SILVIA,,MORAN,16803 INSPIRATION LN,GROVELAND,FL,34736,,,153209899,
A997985,CHTE,J,MASSEY,5647 GREEN MANOR KST,SAN ANTONIO,TX,78223,PO BOX 690362,"SAN ANTONIO, TX 78269",107538522,1969
A997986,FATA,L,RAMIREZ,1443 PIONEER LN,PLANO,TX,75023,PO BOX 860105,"PLANO, TX 75086",,
A997987,MATTHEW,A,HENRIQUEZ,3510 SAN JACINTO CIR,SANFORD,FL,32771,PO BOX 924,"SANFORD, FL 32772",,
A997988,C,C,RESENDIZ,247 DIXIE CIR,HAINES CITY,FL,33844,PO BOX 1904,"HAINES CITY, FL 33845",51236029,
A997989,ROSILAND,M,T,1406 MADISON STREET,WEATHERFORD,TX,76086,,,56480878,
A997990,DOROTHY,W,MCDERMOTT,430 S ADAMS ST SPC 39,DIXON,CA,95620,,,59418664,
A997991,YVONNE,A,MANSON,4970 NW 91ST TER,SUNRISE,FL,33351,,,,1923
A997992,,,TORTOLEDO,4241 SLIFER DR,DISCOVERY BAY,CA,94505,PO BOXE 1194,"DISCOVERY BAY, CA 94505",85144973,
A997993,T,A,SGAMBELLURI,719 SHEFIELD AVE,PANAMA CITY,FL,32401,P BOX 16743,"PANAMA CITY, FL 32406",117982919,
A997994,ROBERT,MACK,WOOD,"4019 37TH STREET CT W,",BRADENTON,FL,34205,PO BOX 21161,"BRADENTON, FL 34204",,
A997995,PATRICK,,HOISER,7546 GIBRALTAR STR APT C,CARLSBAD,CA,92009,,,32651791,
A997996,TIMOTHY,,YDE,4754 WIND TRACE DR,KATY,TX,77449,,,,4/27/04
A997997,ZENIA,,SABIDO,8229 E LONE OAK RD,VALLEY VIEW,TX,76272,,,114970825,26-Oct-41
A997998,DEBRA,I,STASSI,28482PORSENA WAY,TRABUCO CANYON,CA,92679,,,15168171,1914
A997999,DELORES,J,OUTLW,9180 WATER KRD,COTATI,CA,94931,,,42547348,1974
A998000,MICHAEL,C,PATEL,450 SANDS DR # C-101,BSAN JOSE,CA,95125,,,32343216,
A998001,MELAINE,J,TITUS,9231 WASHBURN RD APT 14,DOWNEY,CA,90242,,,45683647,
A998002,E,TED,PORTER,8663 AAMSTOWN WAY,ELK GROVE,CA,95624,,,76581329,
A998003,BARRY,S,JUMAN,8120 MAID MARION CT,SACRAMENTO,CA,95828,,,72979964,
A998004,ARVILLA,M,R,16048 TANGELO WAY,NORTH FORT MYERS,FL,33903,,,164924580,
A998005,L,C,WILMERDING,11431 NE 86TH LANE,BRONSON,FL,32621,PO BOX 1406,"BRONSON, FLMORIDA 32621",27136307,12/28/38
A998006,JAMSE,R,HUMPHREYS,111 SOUTH MAYFAIR AVN,DALY CITY,CA,94015,,,,
A998007,C,,VARGAS,253Q S CYPRESS ROAD APT 209,POMPANO BEACH,FL,33060,,,67670380,
A998008,G,M,CASTELINO,962 EAGLE HILLS WAY,GILROY,CA,95020,,,25799518,
A998009,AREVRT,S,ARMSA,2358 EISNER DR,JACKSONVILLE,FL,32218,,,61035977,1900
A998010,GILFORD,C,ELLTIS,15557 MAVERICK DRV,ADELANTO,CA,92301,,,49347209,
A998011,CARL,W,BOBER,1449 TABLE MOUNTAIN DR,PLUMAS LAKE,CA,95961,,,47521342,
A998012,EBLA,M,BRACKLE,13051 GLEN CT,CHINO HILLS,CA,91709,,,155609026,
A998013,STEPHEN,,HUTCHINSON,2850 GOLDSMITH ST,SAN ANTONIO,TX,78203,,,140859078,
A998014,TERRY,R,FERGUSON,P4722 W 29TH ST,LITTLE ROCK,AR,72204,POST OFFICE 1M65891,"LITTLE ROCK, AR 72216",196839859,19330424
A998015,JOANNE,L,LIM,1110 PINE CRCL,SMACKOVER,AR,71762,,,8971391,
A998016,ANGELA,B,BRMAN,2166 LUCERNE AVE,STOCKTON,CA,95203,,,,
A998017,PORTIA,M,JASS,7270 IDYLLWILD LN,RIVERSIDE,CA,92503,,,104979770,1965
A998018,FRAKNLIN,R,AGRUSSO,16822 SW 50TH ST,MIRAMAR,FL,33027,,,146618241,1982
A998019,ED,C,MENDIZABAL,1028F JAMBALANA DRIV,HOLIJDAY,FL,34691,,,,
A998020,MANUEL,,DAVIS,1428 MILMO DR,FORT WORTH,TX,76134,PO BOX79373,"FORT WORH, TEXAS 76179",121279807,1918
A998021,ROBERTO,B,MITOSE,1896 N G ST,SAN BERNARDINO,CA,92405,,,5476916,
A998022,L,,SOHAIL,1544 NE 3RD AE,FT LAUDERDALE,FL,33304,PO BOX 490513,"FT LAUDERDAOLE, FLA. 33349",38963629,
A998023,J,J,LEWIS,14939 GILMORE ST,VAN NUYS,CA,91411,,,36239094,12-Jan-89
A998024,JOSE,S,ALDERMAN,11850 BROCKMAN AVE # B,ADELANTO,CA,92301,,,90788118,
A998025,MARY,C,CONNELL,2851 ANISE DR,EL PASO,TX,79936,,,78819232,
A998026,DIANA,A,CABRERA,8064 W 18TH KCT,HIALEAH,FL,33014,PO BOX 126743,"HIALEAH, FL 33012",,
A998027,LAWRENCE,,ZAGALA,9205 FM 7 APT 1308,CONVERSE,TX,78109,,,,
A998028,LAURINDA,A,LOHGREN,6256 GLENVIEW DRIVE APT 157,NORTH RCHLAND HILLS,TX,76180,CALLER 821053,"NORTH RICHLAND HILLS, TX 76182",199383967,
A998029,JOSEPH,C,BROUSSARD,30428 MARSEILLE PL,CDASTAIC,CA,91384,,,197641180,
A998030,L,,ROCK,956 1/2 W HIGHWAY 8,TEAGUE,TX,75860,,,24195874,
A998031,STEVEN,,ZAMORA,4461 GATEWAY PARK BLVD # 519,SACRAMENKTO,CA,95834,,,50731086,1953
A998032,ROSCOE,G,TANG,"900 29TH STR N,",ST PETERSBURG,FL,33713,,,60204825,
A998033,BRIAN,,JEFFERSNO,2 ANNA MARE DR,SPRINGFIELD,AR,72157,,,,6/8/23
A998034,DEBBIE,,MORENO,6801 FOX CBLIFF WAY,ELK GROE,CA,95758,PO BOX 581385,"EMLK GROVE, CA 95758",9155935,
A998035,BRIANNA,L,GONZALES,15881 BROAD OAKS RD,EL CAJON,CA,92021,,,150439731,
A998036,CHARLES,E,FRASER,907 ADOWA SPRING LOOP,SPRING,TX,77373,,,178417966,1918
A998037,JOSEPH,J,KRAUTKREMER,9Q71 N BUTTE ST,WILLOWS,CA,95988,,,119389061,
A998038,M,,WILLIAMS,19H681 SUMMERLIN RD LOT M508,FORT MYERS,FL,33908,POST OFFICE BOX 7586,"FORT MYERS, FLA. 33911",163800693,
A998039,JOE,J,TERRY,23780 CHRISTMAS CEMJETERY ROAD,CHRISTMAS,FL,32709,,,,6/13/72
A998040,JERRY,,XIONG,8280 LANGDON AVE,HESPERIA,CA,92345,PO BOX 403022,"HESPERIA, CA 92340",183198486,
A998041,RENEE,L,FRATICELLI,7824 SATSUMA CT,ORLANDO,FL,32835,,,84251406,
A998042,JEFFREY,IGNACIO,MORALES,6220 AURA AVE,TARZANA,CA,91335,,,,1903
A998043,KELLYE,D,MUHS,4021 CORTLAD STRT,LYNWOOD,CA,90262,,,67943071,10/19/10
A998044,JON,,RODRIGUEZ,2601 CREEK CROSSING RD,MESQUITE,TX,75181,,,31526878,
A998045,VICKI,A,OLIVEROS,4465 ALBATROSS WAY,OCEANSIDE,CA,92057,,,,
A998046,NICOLE,I,VALENZUELA,182 PEBBLE LN,MAOR,TX,78653,,,169799479,
A998047,YLNN,D,WITT,14563 SAINT GEORGES HILL DR,ORLANDO,FL,32828,,,,
A998048,WANYA,V,RODRIGUEZ,2995 BROOK WAY,SAN PABLO,CA,94806,,,,
A998049,TERRY,,AMECZUA,16764 PEEACE VALLEY LN,RAMONA,CA,92065,,,,2/9/67
A998050,MARK,D,RICHARDSON,207 N NORMANDIE AVE APT 6,LOS ARNGELES,CA,90004,,,134891054,1945
A998051,K,S,YOUNKMAN,1904 GALWAY DR,PITTSBURG,CA,94565,PO BOX 827,"PITTSBURG, CA 94565",161337170,
A998052,JOSE,O,WILKINSON,1407 S LINCOLN AVEN,CORONA,CA,92882,,,150080200,
A998053,BOSCO,,GONZALEZ,11051 SW 128TH AVE,MAMI,FL,33186,,,,
A998054,MICHELLE,R,RODRIGUEZ,149 ED SMITTH ROAD,LUFKIN,TX,75904,,,83100846,
A998055,AMELIA,L,MASALIN,3544 TELLURIDE N,TURLOCK,CA,95382,,,162637366,
A998056,KATHRYN,A,HERNANDEZ,5644 CSCADE CT,STOCKTON,CA,95207,PO BOX 7644,"STOCKTON, CA 95267",138593348,8/12/67
A998057,C,,WALTON,1 PINE CRSE,OCALA,FL,34472,,,,
A998058,CHRISTINE,,DICKS,5530 OWENSMOUTH AVE APT 215,WOODLAND HILLS,CA,91367,,,23963910,1976
A998059,NATALYA,S,HLL,9154 CHELSEACT,RANCHO CUCAMONGA,CA,91730,,,89274390,
A998060,CRYSTAL,,BETANCOURT,1137 NORTH CENTRAL AV APT 113,GLENDALE,CA,91202,,,120310138,1908
A998061,DAVID,L,B,1400 FENDLEY RD,AMITY,AR,71921,,,,
A998062,SUZETTE,A,KAUFMSAN,10722 MOUNT GLEASON AVE,TUJUNGA,CA,91042,,,,19840828
A998063,THERESA,,OCONNER,40 SOUTHEAST EATON STR,BENTONVILLE,AR,72712,,,92791145,
A998064,SONIA,L,HERBELIN,101 NW 93RD AV # 106,PEMBROKE PIES,FL,33024,,,82090319,1/7/66
A998065,ESTEEN,L,KESSEE,"4431 16TH ST N, NO",SAINT PETERSBURG,FL,33703,,,92277181,6/17/68
A998066,JOHN,,MACIAS,4026 S KINGS HWY,TEXARKANA,TX,75501,,,151332565,
A998067,TERESA,,CUSHMAN,35 SUNBIRD DRV,TURLOCK,CA,95382,,,191715292,
A998068,SANTHOSH,,EICHL,1801 JASON DR APT 204,DENTON,TX,76205,,,157972030,1936
A998069,BRANDY,Y,EUDY,424 W 34TH ST,NORTH LITTLE ROCK,AR,72118,CALL BX 94138,"NORTH LITTLE ROCK, AR 72190",,1900
A998070,RONEL,S,MONTERROSA,1824 S AVONDALE ST,AMARILLO,TX,79106,,,157818043,1951
A998071,DENNIS,,HERNANDEZ,909 PARKSTONE DR,HOUSTON,TX,77076,PO BOX 280034,"HOUSMTON, TX 77228",91322844,
A998072,SALVADOR,L,BRANTLEY,275 BAYSHORE BLVD UNIT 1003,TAMPA,FL,33606,,,7275549,
A998073,J,,MCCARTHY,8893 7TH AVE,HESPERIA,CA,92345,,,110026119,1934
A998074,SYLVIA,G,CARDENAS,2771 W VIA BELLO DR,RIALTO,CA,92377,PO BOX 512,"RIALTO, CA 92377",184661142,1902
A998075,JOANNE,C,GLIBOWSKI,11415 TAIBAN,HELOTES,TX,78023,,,175392391,
A998076,MARCIA,R,JAMES,1230 VERDELHO AVE,BAKERSFIELD,CA,93312,PO BOX 60103,"BAKERSFIELD, CA 93386",82525293,
A998077,FILADELFO,,BARBO,584 EVELYN RD,MARION,AR,72364,,,,1957
A998078,JOE,J,SUAREZ,14701 BEACH AVENU,IRVINE,CA,92606,APTDO 52332,"IRVINDE, CA 92619",30104727,
A998079,MARK,,ROJAS,1510 PENNY AVGNUE,SEBRING,FL,33870,PO BOX 1513,"SEBRING, FL 33871",,
A998080,BEHROUZ,C,FERNANDEZ,4873SW 44TH TER,FORT LAUDERDALE,FL,33314,BUZONV 22952,"FORT LAUDERDALE, FLA. 33335",162768285,
A998081,ERVIN,M,GORDON,45197 AMERICAN DREAM DR,CALLAHAN,FL,32011,PO BOX 2072,"CALLAHAN, FL 32011",,6/14/85
A998082,ADRIANA,S,TUCKER,1250 WEST AVN APT 3P,MIAMI BEACH,FL,33139,PO OX 402551,"MIAMI BEACH, FL 33140",73331878,
A998083,JENNY,E,BERTEMES,1544 E WASHINGTON AVE,EL CAJON,CA,92019,,,30933381,
A998084,BUD,C,MAREZ,7907 STANFORD AVE,CITRUS HEIGHTS,CA,95610,,,153669210,
A998085,MARIA,A,PETERSON,3553 EPLATT AVEN,FRESNO,CA,93702,BOX 591,"FRESNO, CA 93755",103110243,19550208
A998086,GERARDO,S,SZEWCZYK,1040 VENETIAN DR UNIT 103,MELBOURNE,FL,32904,PO BOX 11,"MELBOURNE, FL 32902",,1939
A998087,DEANNA,,MARTINES,235 E OPP ST APT 1,WILMINGTON,CA,90744,OFFICE BOX 415,"WILMINGTON, CALIF. 90748",176744609,1929
A998088,ERIN,J,SWING,R4407 MORGANS RUN,RSAN ANTONIO,TX,78247,,,155128965,
A998089,ERCI,P,BAXTER,203 E PAISULEY ST,CHULA VISTA,CA,91911,,,70485122,
A998090,CHANGHU,G,BOND,11819 BINGHAM DR,PORT RICHEY,FL,34668,,,56110550,
A998091,MARGARET,D,RAY,11822 GROVEVIEW WAY,SANFORD,FL,32773,OFICE BOX 924,"SANFORD, VFLA. 32772",1347306,
A998092,RENE,,HCENAULT,7817 FOX SQUIRREL CIR,LAKELAND,FL,33810,,,122499328,
A998093,ANDRES,B,SUGAI,2671 NW 46TH AVE,LAUDERHILL,FL,33313,,,70085728,1921
A998094,D,,SVIBA,3056 JUNCTION STREE,NORTH PORT,FL,34288,POST OFFICE 7006,"NORTH PORT, FL. 34290",151213408,
A998095,THERESA,R,WERNER,3809 ATLAS AVE,EL PASO,TX,79904,,,86042229,
A998096,C,,MACGREGOR,2400 SW 3RD AVE APT 204,MIAMI,FL,33129,,,81091212,
A998097,DOUGLAS,,RIVEROL,1941 MAPLE ACIR,TAVARES,FL,32778,,,,
A998098,TODD,,LOZANO,2912 MEDINA DR,TYLER,TX,75701,,,182025079,9/18/83
A998099,KIRSTEN,A,OUEELLETT,6329 JUMILLA AVENU,WOODLAND HILLS,CA,91367,,,60813390,
